doctor_name,qualification,specialization,designation,chamber,division,image_url,profile_url,,
Dr. Bipul Kanti Paul,"MBBS, MCPS (Medicine), MD (Neuromedicine)",Neuromedicine Specialist,National Institute of Neurosciences & Hospital,"Consultant, Neuromedicine",Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Bipul-Kanti-Paul.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-bipul-kanti-paul/,,
Dr. Soumitra Das,"MBBS, MD (Neurology)",Neuromedicine Specialist,General Hospital, Chittagong,"Junior Consultant, Neuromedicine",Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Soumitra-Das.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-soumitra-das/,
Prof. Dr. Suvash Ranjan Dey,"MBBS, DA (DU), MD (Neurology)",Neuromedicine Specialist,Chattogram Maa-O-Shishu Hospital Medical College,"Professor & Head, Neurology",Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Prof.-Dr.-Suvash-Ranjan-Dey.jpg,https://doctorsdirectory.com.bd/add-doctor/prof-dr-suvash-ranjan-dey/,,
Prof. Dr. Muhammad Ishaque,"MBBS, FCPS (Medicine), MD (Neurology)",Neuromedicine Specialist,General Hospital, Chittagong,"Former Head, Neuromedicine",Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Prof.-Dr.-Muhammad-Ishaque.jpg,https://doctorsdirectory.com.bd/add-doctor/prof-dr-muhammad-ishaque/,
Dr. Md. Faruk Ahmed,"MBBS, MS (Urology)",Urology Specialist & Surgeon,Chittagong Medical College & Hospital,"Assistant Professor, Urology",Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Md.-Faruk Ahmed.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-faruk-ahmed/,,
Dr. Mohammad Mostafa Monowar,"MBBS, MCPS, MD (Nephrology), FRCP, Fellow (ISN), FASN (USA)","Kidney Specialist, Interventional Nephrologist",Max Hospital & Diagnostic,"Consultant, Nephrology",Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Mohammad-Mostafa-Monowar.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-mohammad-mostafa-monowar/,,
Dr. Md. Main Uddin Mahmud,"MBBS (DMC), BCS, MD (Nephrology)",Kidney Diseases & Medicine Specialist,Chittagong Medical College & Hospital,"Registrar, Nephrology",Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Md.-Main-Uddin-Mahmud.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-main-uddin-mahmud/,,
Dr. Nur Nobi Bitu,"MBBS (DMC), BCS (Health), MD (Nephrology)",Kidney Diseases & Medicine Specialist,Chittagong Medical College & Hospital,"Assistant Professor, Nephrology",Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Nur-Nobi-Bitu.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-nur-nobi-bitu/,,
Dr. Kamrul Hasan,"MBBS (Dhaka), BCS (Health), MD (Nephrology)",Kidney Diseases Specialist,Chittagong Medical College & Hospital,"Assistant Professor, Nephrology",Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Kamrul-Hasan-Kidney.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-kamrul-hasan-kidney/,,
Dr. Muhammad Shofiur Rahman,"MBBS, MD (Nephrology)",Kidney Diseases & Medicine Specialist,Chittagong Medical College & Hospital,"Assistant Professor, Nephrology",Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Muhammad-Shofiur-Rahman.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-muhammad-shofiur-rahman/,,
Dr. Md. Nazibur Rahman Khokon,"MBBS, MCPS (Medicine), MD (Rheumatology), ECRD (Switzerland)","Rheumatology, Arthritis & Medicine Specialist",Parkview Hospital Ltd, Chittagong,"Consultant, Medicine",Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Nazibur-Rahman-Khokon.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-nazibur-rahman-khokon/,
Dr. Mohammed Badruddoza,"MBBS, FCPS (Surgery), MS (Neurosurgery)","Brain, Nerve, Spinal Cord & Tumor Specialist Surgeon",Bangabandhu Memorial Hospital, USTC, Chittagong,"Associate Professor, Neurosurgery",Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Mohammed-Badruddoza.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-mohammed-badruddoza/
Dr. Aminur Rahman Azad,"MBBS, MS (Neurosurgery)","Neurosurgery (Brain, Stroke, Spine Surgery) Specialist",Chittagong Medical College & Hospital,"Fellow Micro Neurosurgery (Japan), Fellow Endoscopy & Microscopy (Japan), Neurosurgery (Germany)",Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Aminur-Rahman-Azad.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-aminur-rahman-azad/,,
Dr. Md. Ibrahim Khalil,"MBBS, BCS (Health), MD (Neurology)",Neuromedicine Specialist,Chittagong Medical College & Hospital,"Assistant Professor, Neurology",Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Md.-Ibrahim-Khalil.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-ibrahim-khalil/,,
Dr. Mostafa Tarek Ullah,"MBBS (DMC), BCS (Health), MD (Neurology)",Neuromedicine Specialist,Chittagong Medical College & Hospital,"Consultant, Neurology",Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Mostafa-Tarek-Ullah.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-mostafa-tarek-ullah/,,
Dr. Fancy Khatun,"MBBS, FCPS (Obstetrics and Gynaecology)",Obstetrics and Gynaecology,Assistant Professor,"Uttara Adhunik Medical College Hospital, Uttara, Dhaka",Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/11/Dr.-Fancy-Khatun.png,https://doctorsdirectory.com.bd/add-doctor/dr-fancy-khatun/,,
Mushfique Manjur,"MBBS (CMC), MS (Orthopaedics) (NITOR), CCC (BIRDEM), Fellowship in Spine Surgery, Fellowship in pain management, AO trauma (Advance) (India)","Orthopaedic Trauma, Spine Surgery, Arthroplasty",Assistant Professor,Delta Medical College & Hospital, Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/08/Mushfique-Manjur.png,https://doctorsdirectory.com.bd/add-doctor/mushfique-manjur/,,
Dr. Mosammat Rubina Sultana,"FCPS (Radiotherapy), BCS (Health), MBBS, IAEA-certified in Radiotherapy & Brachytherapy","Cancer Specialist, Radiation Specialist",Associate Professor,"National Institute of Cancer Research & Hospital, Dhaka",Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/08/Dr.-Mosammat-Rubina-Sultana.png,https://doctorsdirectory.com.bd/add-doctor/dr-mosammat-rubina-sultana/,,
Dr. Abu Md. Towab,"MBBS, BCS (Health), MACP (America), CCD (UK), MD (Cardiology)",Cardiology & Medicine Specialist,Consultant,"National Institute of Cardiovascular Diseases, Dhaka",Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/07/Dr.-Abu-Md.-Towab.png,https://doctorsdirectory.com.bd/add-doctor/dr-abu-md-towab/,,
Dr. Samia Ahmed,"MBBS, M.Phil (Radiotherapy)",Cancer specialist,Assistant Professor,"National Institute of Cancer Research & Hospital, Dhaka",Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/07/Dr.-Samia-Ahmed.png,https://doctorsdirectory.com.bd/add-doctor/dr-samia-ahmed/,,
Dr. Sabina Sultana,"MBBS, FCPS (Obs & Gynae)","Gynecology, Obstetrics Specialist & Surgeon",Assistant Professor,Dhaka Medical College & Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Sabina-Sultana.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-sabina-sultana/,,
Dr. Rowshan Ara Begum,"MBBS, FCPS (Obs & Gynae)",Gynecology & Obstetrics Specialist,Consultant,Labaid Specialized Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Rowshan-Ara-Begum.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-rowshan-ara-begum/,,
Dr. Md. Rafiqul Islam,"MBBS, FCPS (Surgery), MS (Urology)",Urology Specialist & Surgeon,Associate Professor,Dhaka Medical College & Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Rafiqul-Islam.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-rafiqul-islam/,,
Dr. Md. Nazmul Haque,"MBBS, MD (Neurology)",Neuromedicine Specialist,Assistant Professor,National Institute of Neurosciences & Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Nazmul-Haque.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-nazmul-haque/,,
Dr. Farhana Khanam,"MBBS, FCPS (Obs & Gynae)",Gynecology & Obstetrics Specialist,Consultant,Ibn Sina Specialized Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Farhana-Khanam.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-farhana-khanam/,,
Dr. Md. Azizul Haque,"MBBS, MD (Cardiology)",Cardiology Specialist,Professor,"National Institute of Cardiovascular Diseases, Dhaka",Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Azizul-Haque.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-azizul-haque/,,
Dr. Nasreen Sultana,"MBBS, FCPS (Pediatrics)",Child Specialist,Associate Professor,Dhaka Shishu Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Nasreen-Sultana.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-nasreen-sultana/,,
Dr. Md. Mahbubur Rahman,"MBBS, MS (Orthopedics)",Orthopedic Surgeon,Professor,NITOR (Pongo Hospital),Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Mahbubur-Rahman.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-mahbubur-rahman/,,
Dr. Salma Begum,"MBBS, MS (Gynae)",Gynecologist,Assistant Professor,Sir Salimullah Medical College,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Salma-Begum.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-salma-begum/,,
Dr. Md. Abdur Razzaque,"MBBS, FCPS (Medicine)",Internal Medicine Specialist,Professor,Dhaka Medical College,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Abdur-Razzaque.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-abdur-razzaque/,,
Dr. Rehana Akter,"MBBS, DGO, FCPS",Obstetrician & Gynecologist,Consultant,Central Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Rehana-Akter.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-rehana-akter/,,
Dr. Md. Zulfiqur Rahman,"MBBS, MS (Surgery)",General Surgeon,Associate Professor,Shaheed Suhrawardy Medical College,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Zulfiqur-Rahman.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-zulfiqur-rahman/,,
Dr. Shamim Ara,"MBBS, FCPS",Gynecology Specialist,Senior Consultant,Evercare Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Shamim-Ara.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-shamim-ara/,,
Dr. Md. Aminul Islam,"MBBS, MD (Neurology)",Neurologist,Assistant Professor,BSMMU (PG Hospital),Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Aminul-Islam.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-aminul-islam/,,
Dr. Tahmina Begum,"MBBS, MPhil",Psychiatrist,Professor,National Institute of Mental Health,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Tahmina-Begum.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-tahmina-begum/,,
Dr. Md. Kamruzzaman,"MBBS, FCPS (Surgery)",Laparoscopic Surgeon,Consultant,Square Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Kamruzzaman.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-kamruzzaman/,,
Dr. Farida Yasmin,"MBBS, FCPS (Gynae)",Gynecology Specialist,Consultant,United Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Farida-Yasmin.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-farida-yasmin/,,
Dr. Md. Shariful Alam,"MBBS, MD (Nephrology)",Kidney Specialist,Associate Professor,National Institute of Kidney Diseases,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Shariful-Alam.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-shariful-alam/,,
Dr. Nilufar Sultana,"MBBS, MS (Ophthalmology)",Eye Specialist,Consultant,National Institute of Ophthalmology,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Nilufar-Sultana.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-nilufar-sultana/,,
Dr. Md. Saiful Islam,"MBBS, FCPS (ENT)",ENT Specialist,Assistant Professor,Mitford Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Saiful-Islam-ENT.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-saiful-islam-ent/,,
Dr. Afroza Khanum,"MBBS, DCH",Child Specialist,Consultant,Popular Diagnostic Center,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Afroza-Khanum.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-afroza-khanum/,,
Dr. Md. Mizanur Rahman,"MBBS, MD (Cardiology)",Cardiologist,Professor,Labaid Cardiac Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Mizanur-Rahman.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-mizanur-rahman/,,
Dr. Shahnaz Begum,"MBBS, FCPS",Gynecologist,Senior Consultant,Apollo Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Shahnaz-Begum.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-shahnaz-begum/,,
Dr. Md. Tariqul Islam,"MBBS, MS (Orthopedics)",Spine Surgeon,Associate Professor,NITOR,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Tariqul-Islam.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-tariqul-islam/,,
Dr. Kaniz Fatema,"MBBS, FCPS (Pediatrics)",Pediatrician,Assistant Professor,BSMMU,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Kaniz-Fatema.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-kaniz-fatema/,,
Dr. Md. Shahidul Islam,"MBBS, MD (Medicine)",Internal Medicine,Consultant,Green Life Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Shahidul-Islam.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-shahidul-islam/,,
Dr. Mahmuda Khatun,"MBBS, MS (Gynae)",Infertility Specialist,Consultant,BIRDEM Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Mahmuda-Khatun.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-mahmuda-khatun/,,
Dr. Md. Anwar Hossain,"MBBS, FCPS (Surgery)",General Surgeon,Professor,Dhaka Medical College,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Anwar-Hossain.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-anwar-hossain/,,
Dr. Syeda Shahanara Begum,"MBBS, FCPS (Obs & Gynae)",Gynecologist,Professor,Holy Family Red Crescent Medical College,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Syeda-Shahanara-Begum.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-syeda-shahanara-begum/,,
Dr. Md. Jahangir Alam,"MBBS, MD (Chest)",Chest Specialist,Associate Professor,National Institute of Diseases of the Chest and Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Jahangir-Alam.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-jahangir-alam/,,
Dr. Nasima Akter,"MBBS, DDV",Dermatologist,Consultant,Dhanmondi General Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Nasima-Akter.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-nasima-akter/,,
Dr. Md. Ashraful Islam,"MBBS, MS (Urology)",Urologist,Assistant Professor,Shaheed Suhrawardy Medical College,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Ashraful-Islam.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-ashraful-islam/,,
Dr. Sultana Ahmed,"MBBS, FCPS (Ophthalmology)",Eye Surgeon,Associate Professor,National Institute of Ophthalmology,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Sultana-Ahmed.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-sultana-ahmed/,,
Dr. Md. Habibur Rahman,"MBBS, FCPS (Surgery)",General Surgeon,Senior Consultant,Ibn Sina Diagnostic,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Habibur-Rahman.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-habibur-rahman/,,
Dr. Rokshana Begum,"MBBS, DGO",Gynecologist,Consultant,Anwer Khan Modern Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Rokshana-Begum.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-rokshana-begum/,,
Dr. Md. Monirul Islam,"MBBS, MD (Psychiatry)",Psychiatrist,Assistant Professor,National Institute of Mental Health,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Monirul-Islam.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-monirul-islam/,,
Dr. Ferdousi Begum,"MBBS, FCPS (Gynae)",Gynecologist,Professor,Sir Salimullah Medical College,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Ferdousi-Begum-Dhaka.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-ferdousi-begum/,,
Dr. Md. Khairul Islam,"MBBS, MS (Orthopedics)",Orthopedic Surgeon,Consultant,National Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Khairul-Islam.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-khairul-islam/,,
Dr. Sabina Yasmin,"MBBS, DCH",Child Specialist,Senior Consultant,Universal Medical College,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Sabina-Yasmin.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-sabina-yasmin/,,
Dr. Md. Abul Kalam,"MBBS, FCPS (Medicine)",Medicine Specialist,Associate Professor,Dhaka Medical College,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Abul-Kalam.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-abul-kalam/,,
Dr. Jahanara Begum,"MBBS, MS (Gynae)",Obstetrician & Gynecologist,Consultant,Samorita Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Jahanara-Begum.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-jahanara-begum/,,
Dr. Md. Nazmul Islam,"MBBS, FCPS (ENT)",ENT Specialist,Professor,Dhaka Medical College,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Nazmul-Islam-Dhaka.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-nazmul-islam-dhaka/,,
Dr. Shamima Sultana,"MBBS, FCPS (Obs & Gynae)",Gynecologist,Consultant,Labaid Diagnostic,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Shamima-Sultana.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-shamima-sultana/,,
Dr. Md. Shafiqul Islam,"MBBS, MD (Neurology)",Neurologist,Assistant Professor,National Institute of Neurosciences,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Shafiqul-Islam.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-shafiqul-islam/,,
Dr. Rehana Parvin,"MBBS, MPhil",Psychiatrist,Consultant,Mental Health Institute,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Rehana-Parvin.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-rehana-parvin/,,
Dr. Md. Mahbubur Rahman,"MBBS, MD (Cardiology)",Cardiologist,Consultant,National Institute of Cardiovascular Diseases,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Mahbubur-Rahman-Cardio.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-mahbubur-rahman-cardio/,,
Dr. Salma Begum,"MBBS, FCPS (Gynae)",Gynecologist,Senior Consultant,Uttara Crescent Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Salma-Begum-Gynae.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-salma-begum-gynae/,,
Dr. Md. Zahidul Islam,"MBBS, MS (Surgery)",General Surgeon,Assistant Professor,Mughda Medical College,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Zahidul-Islam.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-zahidul-islam/,,
Dr. Farida Begum,"MBBS, MS (Gynae)",Obstetrician & Gynecologist,Professor,Sir Salimullah Medical College,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Farida-Begum.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-farida-begum/,,
Dr. Md. Ibrahim,"MBBS, FCPS (Medicine)",Medicine Specialist,Consultant,Comfort Diagnostic Centre,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Ibrahim-Medicine.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-ibrahim-medicine/,,
Dr. Nasreen Akter,"MBBS, DGO",Gynecologist,Consultant,Medinova Medical Services,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Nasreen-Akter.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-nasreen-akter/,,
Dr. Md. Abul Kashem,"MBBS, FCPS (Surgery)",Laparoscopic Surgeon,Consultant,Renaissance Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Abul-Kashem.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-abul-kashem/,,
Dr. Shahnaz Parveen,"MBBS, FCPS (Obs & Gynae)",Gynecologist,Senior Consultant,Impulse Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Shahnaz-Parveen.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-shahnaz-parveen/,,
Dr. Md. Kamrul Islam,"MBBS, MS (Urology)",Kidney Transplant Surgeon,Associate Professor,National Institute of Kidney Diseases,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Kamrul-Islam.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-kamrul-islam/,,
Dr. Nilufar Begum,"MBBS, FCPS (Pediatrics)",Pediatrician,Consultant,Ad-din Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Nilufar-Begum.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-nilufar-begum/,,
Dr. Md. Mizanur Rahman,"MBBS, MD (Neurology)",Neurologist,Professor,BSMMU,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Mizanur-Rahman-Neuro.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-mizanur-rahman-neuro/,,
Dr. Tahmina Akter,"MBBS, MS (Gynae)",Gynecologist,Assistant Professor,Dhaka Medical College,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Tahmina-Akter.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-tahmina-akter/,,
Dr. Md. Anwar Hossain,"MBBS, MD (Cardiology)",Cardiologist,Associate Professor,National Institute of Cardiovascular Diseases,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Anwar-Hossain-Cardio.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-anwar-hossain-cardio/,,
Dr. Rowshan Ara,"MBBS, FCPS",Gynecologist,Senior Consultant,Ibn Sina Specialized Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Rowshan-Ara.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-rowshan-ara/,,
Dr. Md. Rafiqul Islam,"MBBS, FCPS (Surgery)",General Surgeon,Consultant,Popular Diagnostic,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Rafiqul-Islam-Surgery.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-rafiqul-islam-surgery/,,
Dr. Nasima Begum,"MBBS, DGO",Obstetrician,Consultant,Samorita Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Nasima-Begum.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-nasima-begum/,,
Dr. Md. Shahidullah,"MBBS, FCPS (Pediatrics)",Neonatologist,Professor,BSMMU,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Shahidullah.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-shahidullah/,,
Dr. Ferdousi Akter,"MBBS, FCPS (Gynae)",Gynecologist,Consultant,Ibn Sina Diagnostic Centre,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Ferdousi-Akter.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-ferdousi-akter/,,
Dr. Md. Abdus Salam,"MBBS, FCPS (Medicine)",Medicine Specialist,Professor,Dhaka Medical College,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Abdus-Salam.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-abdus-salam/,,
Dr. Shahanara Begum,"MBBS, MS (Gynae)",Gynecologist,Associate Professor,Sir Salimullah Medical College,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Shahanara-Begum.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-shahanara-begum/,,
Dr. Md. Nazmul Haque,"MBBS, MD (Neurology)",Neurologist,Consultant,Labaid Specialized Hospital,Dhaka,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Nazmul-Haque-Neuro.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-nazmul-haque-neuro/,,
