doctor_name,qualification,specialization,designation,chamber,division,image_url,profile_url,,
Dr. Lutfur Rahman,"MBBS, FCPS (Medicine), MD (Neurology)",Neuromedicine Specialist, Chittagong,General Hospital,"Senior Consultant, Neuromedicine",Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Lutfur-Rahman.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-lutfur-rahman/,
Dr. Bipul Kanti Paul,"MBBS, MCPS (Medicine), MD (Neuromedicine)",Neuromedicine Specialist,"Consultant, Neuromedicine",National Institute of Neurosciences & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Bipul-Kanti-Paul.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-bipul-kanti-paul/,,
Dr. Soumitra Das,"MBBS, MD (Neurology)",Neuromedicine Specialist, Chittagong,General Hospital,"Junior Consultant, Neuromedicine",Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Soumitra-Das.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-soumitra-das/,
Prof. Dr. Suvash Ranjan Dey,"MBBS, DA (DU), MD (Neurology)",Neuromedicine Specialist,"Professor & Head, Neurology",Chattogram Maa-O-Shishu Hospital Medical College,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Prof.-Dr.-Suvash-Ranjan-Dey.jpg,https://doctorsdirectory.com.bd/add-doctor/prof-dr-suvash-ranjan-dey/,,
Prof. Dr. Muhammad Ishaque,"MBBS, FCPS (Medicine), MD (Neurology)",Neuromedicine Specialist, Chittagong,General Hospital,"Former Head, Neuromedicine",Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Prof.-Dr.-Muhammad-Ishaque.jpg,https://doctorsdirectory.com.bd/add-doctor/prof-dr-muhammad-ishaque/,
Dr. Md. Faruk Ahmed,"MBBS, MS (Urology)",Urology Specialist & Surgeon,"Assistant Professor, Urology",Chittagong Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Md.-Faruk Ahmed.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-faruk-ahmed/,,
Dr. Mohammad Mostafa Monowar,"MBBS, MCPS, MD (Nephrology), FRCP, Fellow (ISN), FASN (USA)","Kidney Specialist, Interventional Nephrologist","Consultant, Nephrology",Max Hospital & Diagnostic,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Mohammad-Mostafa-Monowar.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-mohammad-mostafa-monowar/,,
Dr. Md. Main Uddin Mahmud,"MBBS (DMC), BCS, MD (Nephrology)",Kidney Diseases & Medicine Specialist,"Registrar, Nephrology",Chittagong Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Md.-Main-Uddin-Mahmud.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-main-uddin-mahmud/,,
Dr. Nur Nobi Bitu,"MBBS (DMC), BCS (Health), MD (Nephrology)",Kidney Diseases & Medicine Specialist,"Assistant Professor, Nephrology",Chittagong Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Nur-Nobi-Bitu.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-nur-nobi-bitu/,,
Dr. Kamrul Hasan,"MBBS (Dhaka), BCS (Health), MD (Nephrology)",Kidney Diseases Specialist,"Assistant Professor, Nephrology",Chittagong Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Kamrul-Hasan-Kidney.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-kamrul-hasan-kidney/,,
Dr. Muhammad Shofiur Rahman,"MBBS, MD (Nephrology)",Kidney Diseases & Medicine Specialist,"Assistant Professor, Nephrology",Chittagong Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Muhammad-Shofiur-Rahman.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-muhammad-shofiur-rahman/,,
Dr. Md. Nazibur Rahman Khokon,"MBBS, MCPS (Medicine), MD (Rheumatology), ECRD (Switzerland)","Rheumatology, Arthritis & Medicine Specialist", Chittagong,Parkview Hospital Ltd,"Consultant, Medicine",Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Nazibur-Rahman-Khokon.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-nazibur-rahman-khokon/,
Dr. Mohammed Badruddoza,"MBBS, FCPS (Surgery), MS (Neurosurgery)","Brain, Nerve, Spinal Cord & Tumor Specialist Surgeon", USTC,Bangabandhu Memorial Hospital, Chittagong,"Associate Professor, Neurosurgery",Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Mohammed-Badruddoza.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-mohammed-badruddoza/
Dr. Aminur Rahman Azad,"MBBS, MS (Neurosurgery)","Neurosurgery (Brain, Stroke, Spine Surgery) Specialist","Fellow Micro Neurosurgery (Japan), Fellow Endoscopy & Microscopy (Japan), Neurosurgery (Germany)",Chittagong Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Aminur-Rahman-Azad.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-aminur-rahman-azad/,,
Dr. Md. Ibrahim Khalil,"MBBS, BCS (Health), MD (Neurology)",Neuromedicine Specialist,"Assistant Professor, Neurology",Chittagong Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Md.-Ibrahim-Khalil.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-ibrahim-khalil/,,
Dr. Mostafa Tarek Ullah,"MBBS (DMC), BCS (Health), MD (Neurology)",Neuromedicine Specialist,"Consultant, Neurology",Chittagong Medical College & Hospital,Chittagong,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Mostafa-Tarek-Ullah.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-mostafa-tarek-ullah/,,
Dr. Mahfuzur Rahman,MBBS MD (Cardiology),"Cardiology (Heart Diseases, Hypertension, Rheumatic Fever) Specialist",Consultant,Khulna Medical College & Hospital,Khulna,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Mahfuzur-Rahman-Khulna-5.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-mahfuzur-rahman-khulna-5/,,
Dr. Md. Shamsul Alam,"MBBS (DMC), BCS (Health), MS (Surgery), MS (Urology)","Urology (Kidney, Bladder, Prostate) Specialist Surgeon",Senior Consultant,Shaheed Shaikh Abu-Naser Specialized Hospital,Khulna,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Shamsul-Alam-Khulna-4.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-shamsul-alam-khulna-4/,,
Dr. Uttam Kumar Saha,"MBBS (DMC), BCS (Health), MD (Cardiology)","Cardiology (Heart Diseases, Hypertension, Rheumatic Fever) Specialist",Associate Professor,Khulna Medical College & Hospital,Khulna,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Uttam-Kumar-Saha-Khulna-4.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-uttam-kumar-saha-khulna-4/,,
Dr. Md. Mostafizur Rahman,"MBBS (DMC), BCS (Health), FCPS (Medicine)","Medicine, Diabetes, Arthritis & Rheumatic Fever Specialist",Assistant Professor,Khulna Medical College & Hospital,Khulna,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Mostafizur-Rahman-Khulna-5.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-mostafizur-rahman-khulna-5/,,
Dr. Md. Shafiul Islam,"MBBS (DMC), BCS (Health), MS (ENT)","Ear, Nose, Throat Specialist & Head Neck Surgeon",Associate Professor,Khulna Medical College & Hospital,Khulna,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Shafiul-Islam-Khulna-5.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-shafiul-islam-khulna-5/,,
Dr. S.M. Ali Ahmed Nazmul,"MBBS (DMC), BCS (Health), DDV, MD (Dermatology)","Skin, Allergy, Venereal Diseases & Sexual Specialist",Assistant Professor,Khulna Medical College & Hospital,Khulna,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-S.M.-Ali-Ahmed-Nazmul-Khulna-5.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-s-m-ali-ahmed-nazmul-khulna-5/,,
Dr. Dilshad Zahira,"MBBS (DMC), BCS (Health), FCPS (Obs & Gynae)","Gynecology, Obstetrics Specialist & Surgeon",Associate Professor,Khulna Medical College & Hospital,Khulna,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Dilshad-Zahira-Khulna-4.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-dilshad-zahira-khulna-4/,,
Dr. Md. Aminul Huq Khan,"MBBS (DMC), BCS (Health), MS (Surgery)",General & Laparoscopic Specialist Surgeon,Assistant Professor,Khulna Medical College & Hospital,Khulna,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Aminul-Huq-Khan-Khulna-4.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-aminul-huq-khan-khulna-4/,,
Dr. S.M. Noble Kumar Barua,"MBBS (DMC), BCS (Health), MS (Neurosurgery)","Brain, Nerve, Spinal Cord Surgeon & Neuromedicine Specialist",Assistant Professor,Shaheed Shaikh Abu-Naser Specialized Hospital,Khulna,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-S.M.-Noble-Kumar-Barua-Khulna-5.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-s-m-noble-kumar-barua-khulna-5/,,
Dr. Md. Tariqul Alam,"MBBS (DMC), BCS (Health), MS (Orthopedics)","Orthopedic, Spine, Trauma Specialist Surgeon",Senior Consultant,Shaheed Shaikh Abu-Naser Specialized Hospital,Khulna,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Tariqul-Alam-Khulna-5.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-tariqul-alam-khulna-5/,,
Dr. Dipok Kumar Mondal,"MBBS (DMC), BCS (Health), MS (Neurosurgery)","Brain, Nerve & Spine Specialist Surgeon",Assistant Professor,Khulna Medical College & Hospital,Khulna,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Dipok-Kumar-Mondal-Khulna-4.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-dipok-kumar-mondal-khulna-4/,,
Dr. Sheikh Amir Hossain,"MBBS (DMC), BCS (Health), MD (Medicine)","Medicine, Diabetes, Arthritis & High Blood Pressure Specialist",Associate Professor,Khulna Medical College & Hospital,Khulna,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Sheikh-Amir-Hossain-Khulna-4.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-sheikh-amir-hossain-khulna-4/,,
Dr. Ashfaquzzaman,"MBBS (DMC), BCS (Health), MS (Surgery)","General, Laparoscopic & Colorectal Specialist Surgeon",Associate Professor,Khulna Medical College & Hospital,Khulna,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Ashfaquzzaman-Khulna-4.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-ashfaquzzaman-khulna-4/,,
Dr. Md. Humayun Kabir,"MBBS (DMC), BCS (Health), MD (Neurology)","Neuromedicine (Brain, Stroke, Nerve, Spine, Headache) Specialist",Consultant,Shaheed Shaikh Abu-Naser Specialized Hospital,Khulna,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Humayun-Kabir-Khulna-5.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-humayun-kabir-khulna-5/,,
Dr. S.M. Muniruzzaman,"MBBS (DMC), BCS (Health), FCPS (Surgery), MS (Surgery)","General, Laparoscopic, Colorectal & Cancer Surgeon",Associate Professor,Khulna Medical College & Hospital,Khulna,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-S.M.-Muniruzzaman-Khulna-4.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-s-m-muniruzzaman-khulna-4/,,
Dr. Md. Saiful Islam,"MBBS (DMC), BCS (Health), FCPS (Surgery)","General, Laparoscopic, Colorectal & Cancer Surgeon",Assistant Professor,Khulna Medical College & Hospital,Khulna,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Saiful-Islam-Surgery-Khulna-5.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-saiful-islam-surgery-khulna-5/,,
Dr. Rabindra Nath Mondal,"MBBS (DMC), BCS (Health), MD (Cardiology)","Cardiology (Heart Diseases, Hypertension, Rheumatic Fever) Specialist",Assistant Professor,Khulna Medical College & Hospital,Khulna,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Rabindra-Nath-Mondal-Khulna-4.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-rabindra-nath-mondal-khulna-4/,,
Dr. Md. Sirajum Munir,"MBBS, BCS (Health), MD (Cardiology)","Heart Diseases, Medicine, Hypertension, Rheumatic Fever Specialist",Assistant Professor,Kushtia Medical College & Hospital,Khulna,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Sirajum-Munir.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-sirajum-munir/,,
Dr. Debashis Paul,"MBBS (DMC), FCPS (Surgery), FMAS (Laparoscopy, India)",General & Laparoscopic Surgery Specialist,Assistant Professor,Kushtia Medical College & Hospital,Khulna,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Debashis-Paul.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-debashis-paul/,,
Dr. Sabiha Akter,"MBBS, BCS (Health), FCPS (CHILD)","Newborn, Adolescent & Child Diseases Specialist",Assistant Professor,Kushtia Medical College & Hospital,Khulna,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Sabiha-Akter.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-sabiha-akter/,,
Dr. Md. Shahin Akter Sumon,"MBBS, BCS, MD (CHILD), FCPS (FP)","Child, Newborn & Adolescent Diseases Specialist",Consultant,Kushtia Medical College & Hospital,Khulna,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Md.-Shahin-Akter-Sumon.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-shahin-akter-sumon/,,
Dr. Mohajer Mohiuddin,"BDS, PGT (Oral & Maxillofacial Surgery), PGT (Orthodontics)",General Dentist & Cosmetics Dentistry Specialist,Specialist,TMC Diagnostic & Hospital, Mymensingh,Mymensingh,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Mohajer-Mohiuddin.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-mohajer-mohiuddin/,
Prof. Dr. M. Karim Khan,"MBBS, DPED (Vienna), MCPS (Pediatrics), DCH (Glasgow), DTM&H (UK), MPH (DU)","Newborn, Child & Adolescent Diseases Specialist",Professor,Community Based Medical College & Hospital,Mymensingh,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Prof.-Dr.-M.-Karim-Khan.jpg,https://doctorsdirectory.com.bd/add-doctor/prof-dr-m-karim-khan/,,
Dr. M. Asraful Siddike Pathan,"MBBS, MPhil (Psychiatry)","Mental Health, Drug Addiction & Psychiatry Specialist",Associate Professor & Head,Mymensingh Medical College & Hospital,Mymensingh,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Asraful-Siddike-Pathan.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-m-asraful-siddike-pathan/,,
Dr. Md. Emdadul Haque,"MBBS, BCS (Health), MD (Cardiology)","Cardiology (Heart Diseases, Hypertension, Rheumatic Fever) Specialist",Assistant Professor,Mymensingh Medical College & Hospital,Mymensingh,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Md.-Emdadul-Haque.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-emdadul-haque/,,
Dr. Mohammad Mizanur Rahman,"MBBS, MCPS, FCPS (Surgery), MS (Surgery)","General, Laparoscopic & Colorectal Surgeon",Assistant Professor,Mymensingh Medical College & Hospital,Mymensingh,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Mohammad-Mizanur-Rahman.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-mohammad-mizanur-rahman-mym/,,
Dr. Md. Khorshed Alam,"MBBS, FCPS (Surgery), MS (Surgery)","General, Laparoscopic & Cancer Surgeon",Associate Professor,Mymensingh Medical College & Hospital,Mymensingh,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Md.-Khorshed-Alam.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-khorshed-alam-mym/,,
Dr. Md. Abu Sayeed,"MBBS, BCS (Health), MD (Internal Medicine)",Medicine Specialist,Consultant,Mymensingh Medical College & Hospital,Mymensingh,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Md.-Abu-Sayeed-Mym.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-abu-sayeed-mym/,,
Dr. Muhammad Shofiur Rahman,"MBBS, MD (Nephrology)",Kidney Diseases & Medicine Specialist,Assistant Professor,Mymensingh Medical College & Hospital,Mymensingh,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Muhammad-Shofiur-Rahman-Mym.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-muhammad-shofiur-rahman-mym/,,
Dr. Md. Habibur Rahman,"MBBS, FCPS (ENT)","Ear, Nose, Throat Specialist & Head Neck Surgeon",Associate Professor,Mymensingh Medical College & Hospital,Mymensingh,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Md.-Habibur-Rahman-Mym.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-habibur-rahman-mym/,,
Dr. Dilruba Akter,"MBBS, BCS (Health), FCPS (Obs & Gynae)","Gynecology, Obstetrics Specialist & Surgeon",Assistant Professor,Mymensingh Medical College & Hospital,Mymensingh,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Dilruba-Akter.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-dilruba-akter/,,
Dr. Md. Shah Alam,"MBBS, MS (Neurosurgery)","Brain, Nerve & Spine Specialist Surgeon",Assistant Professor,Mymensingh Medical College & Hospital,Mymensingh,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Md.-Shah-Alam.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-shah-alam-mym/,,
Dr. Afroza Islam,"MBBS, BCS (Health), FCPS (Surgery)",Breast & Colorectal Surgeon,Assistant Professor,Mymensingh Medical College & Hospital,Mymensingh,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Afroza-Islam.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-afroza-islam/,,
Dr. Jahir Uddin Mohammed Sharif,"MBBS, BCS (Health), FCPS (Medicine), MD (Medicine), MACP (USA)",Cardiology & Medicine Specialist,Junior Consultant,Mymensingh Medical College & Hospital,Mymensingh,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Jahir-Uddin-Mohammed-Sharif.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-jahir-uddin-mohammed-sharif/,,
Dr. Gobinda Kanti Pal,"MBBS, BCS (Health), FCPS (Medicine), MD (Cardiology)","Cardiology, Medicine & Rheumatology Specialist",Assistant Professor,Mymensingh Medical College & Hospital,Mymensingh,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Gobinda-Kanti-Pal.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-gobinda-kanti-pal/,,
Dr. Md. Azizul Haque,"MBBS, MD (Cardiology)",Cardiology Specialist,Professor,Mymensingh Medical College & Hospital,Mymensingh,,https://doctorsdirectory.com.bd/add-doctor/prof-dr-md-azizul-haque/,,
Dr. Shams-Ul Islam Zakaria,BDS PGT DDC,"Orthodontic, Root Canal & Maxillofacial Surgery Specialist",Specialist,"Namira Oro-Dental Care, Bogura",Rajshahi,https://doctorsdirectory.com.bd/wp-content/uploads/2025/10/Dr.-Shams-Ul-Islam-Zakaria.png,https://doctorsdirectory.com.bd/add-doctor/dr-shams-ul-islam-zakaria/,,
Dr. Jannat-ul Ferdous Baishakhi,"MBBS, BCS (Health), PGT (OBGYN)","Gynecology, Obstetrics Specialist & Surgeon",UH & FPO,"Santhia Upazila Health Complex, Pabna",Rajshahi,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Jannat-ul-Ferdous-Baishakhi.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-jannat-ul-ferdous-baishakhi/,,
Dr. Shamima Khatun Poly,"MBBS, BCS (Health), FCPS (OBGYN)","Gynecology, Obstetrics Specialist & Laparoscopic Surgeon",Consultant,Pabna General Hospital,Rajshahi,https://doctorsdirectory.com.bd/wp-content/uploads/2025/02/Dr.-Shamima-Khatun-Poly.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-shamima-khatun-poly/,,
Dr. Pradip Kumar Sarker,"MBBS, DCH, FCPS (Pediatrics)","Newborn, Adolescent & Child Diseases Specialist",Senior Consultant,Epic Healthcare,Rajshahi,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Pradip-Kumar-Sarker.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-pradip-kumar-sarker-raj/,,
Dr. Romen Das,"MBBS (CMC), BCS (Health), MD (Endocrinology)","Diabetes, Thyroid & Hormone Specialist",Consultant,Rajshahi Medical College & Hospital,Rajshahi,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Romen-Das-Raj.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-romen-das-raj/,,
Dr. Fahima Afrin Jhinu,"MBBS, BCS (Health), MD (Dermatology)",Skin & Venereal Diseases Specialist,Consultant,Rajshahi Medical College & Hospital,Rajshahi,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Fahima-Afrin-Jhinu-Raj.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-fahima-afrin-jhinu-raj/,,
Dr. Md. Saiful Islam,"MBBS, MCPS (Medicine), MD (Cardiology), FCPS (Medicine)","Cardiology, Diabetes & Medicine Specialist",Assistant Professor,Rajshahi Medical College & Hospital,Rajshahi,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Md.-Saiful-Islam-Raj.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-md-saiful-islam-raj/,,
Prof. Dr. Mohammad Al-Amin,"MBBS, BCS (Health), DO, MS (EYE)","Cornea, Phaco & Lasik Specialist",Professor,Rajshahi Medical College & Hospital,Rajshahi,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Prof.-Dr.-Mohammad-Al-Amin-Raj.jpg,https://doctorsdirectory.com.bd/add-doctor/prof-dr-mohammad-al-amin-raj/,,
Dr. Shajeda Begum,"MBBS, BCS (Health), DGO, FCPS (OBGYN)",Gynecologist & Surgeon,Consultant,Rajshahi Medical College & Hospital,Rajshahi,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Shajeda Begum-Raj.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-shajeda-begum-raj/,,
Dr. Didarul Islam,"MBBS, BCS (Health), MD (Hepatology)","Liver, Gastrointestinal & Medicine Specialist",Assistant Professor,Rajshahi Medical College & Hospital,Rajshahi,https://doctorsdirectory.com.bd/wp-content/uploads/2025/01/Dr.-Didarul-Islam-Raj.jpg,https://doctorsdirectory.com.bd/add-doctor/dr-didarul-islam-raj/,,
